2016-04-10 11:52:40 INFO  Main:44 - Application Started
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera w/ 5x Wide Angle Optical Zoom, 3.0\" LCD (Black) + 4GB SD Card","manufacturer":"Kodak","currency":"GBP","price":"66.73"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak EasyShare M575 14MP Digital Camera w/ 5x Wide Angle Optical Zoom, 3.0\" LCD (Red) + 2GB SD Card + Camera Bag(S) + Table Tripod + 3 pieces Cleaning Kit + SD Card Reader","manufacturer":"Kodak","currency":"GBP","price":"68.55"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak - EasyShare M575 - Appareil photo numérique - 14 Mpix - Vert","manufacturer":"Kodak","currency":"EUR","price":"96.09"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak - EasyShare M575 - Appareil photo numérique - 14 Mpix - Vert","manufacturer":"Kodak","currency":"EUR","price":"102.94"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak - EasyShare M575 - Appareil photo numérique - 14 Mpix - Noir","manufacturer":"Kodak","currency":"EUR","price":"89.98"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak - EasyShare M575 - Appareil photo numérique - 14 Mpix - Noir","manufacturer":"Kodak","currency":"EUR","price":"97.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak - EasyShare M575 - Appareil photo numérique - 14 Mpix - Rouge","manufacturer":"Kodak","currency":"EUR","price":"102.94"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Kodak - EasyShare M575 - Appareil photo numérique - 14 Mpix - Rouge","manufacturer":"Kodak","currency":"EUR","price":"118.30"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Toshiba PDR-M60 2.3MP Digital Camera w/ 2x Optical Zoom","manufacturer":"Toshiba","currency":"USD","price":"19.50"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Interchangeable Lens Digital Camera w/18-55mm Lens (Red)- 14.2 Mpix","manufacturer":"Sony","currency":"USD","price":"521.99"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Interchangeable Lens Digital Camera w/18-55mm Lens (Red)- 14.2 Mpix","manufacturer":"Sony","currency":"USD","price":"548.00"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Interchangeable Lens Digital Camera w/18-55mm Lens (Red)- 14.2 Mpix","manufacturer":"Sony","currency":"USD","price":"549.99"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Silver 14.2MP HD Digital Camera in Silver with Sony SEL16F28 16mm E-Lens AND SEL1855 18-55MM LENS + 8GB Deluxe Accessory Kit","manufacturer":"Sony","currency":"USD","price":"849.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Digital Camera Body & E 18-55mm OSS Compact Interchangeable Lens (Black) with 16GB Card + Battery + Case + Tripod + Accessory Kit","manufacturer":"Sony","currency":"USD","price":"599.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Digital Camera Body & E 16mm f/2.8 Compact Interchangeable Lens (Black) with 8GB Card + Battery + Case + Accessory Kit","manufacturer":"Sony","currency":"USD","price":"519.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Black 14.2MP HD Digital Camera in Black with Sony SEL1855 18-55MM E-Lens AND SEL16F28 16 F2.8 LENS + 8GB Deluxe Accessory Kit","manufacturer":"Sony","currency":"USD","price":"849.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Digital Camera Body & E 16mm f/2.8 Compact Interchangeable Lens (Black) with 16GB Card + Battery + Case + Tripod + Accessory Kit","manufacturer":"Sony","currency":"USD","price":"539.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Digital Camera Body & E 16mm f/2.8 & 18-55mm f/3.5-5.6 OSS Zoom Lens (Red) with 16GB Card + Battery + Case + Accessory Kit","manufacturer":"Sony","currency":"USD","price":"799.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Red 14.2MP HD Digital Camera in Red with Sony SEL1855 18-55MM E-Lens AND SEL16F28 16 F2.8 LENS + 8GB Deluxe Accessory Kit","manufacturer":"Sony","currency":"USD","price":"849.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Digital Camera Body & E 18-55mm OSS Compact Interchangeable Lens (Red) with 16GB Card + Battery + Case + Tripod + Accessory Kit","manufacturer":"Sony","currency":"USD","price":"599.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Red 14.2MP HD Digital Camera in Red with Sony SEL16F28 16mm E-Lens AND SEL1855 18-55MM LENS + 8GB Deluxe Accessory Kit","manufacturer":"Sony","currency":"USD","price":"849.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Digital Camera Body & E 16mm f/2.8 Compact Interchangeable Lens (Silver) with 16GB Card + Battery + Case + Tripod + Accessory Kit","manufacturer":"Sony","currency":"USD","price":"539.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Black 14.2MP HD Digital Camera in Black with Sony SEL16F28 16mm E-Lens AND SEL1855 18-55MM LENS + 8GB Deluxe Accessory Kit","manufacturer":"Sony","currency":"USD","price":"849.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Silver 14.2MP HD Digital Camera in Silver with Sony SEL1855 18-55MM E-Lens AND SEL16F28 16 F2.8 LENS + 8GB Deluxe Accessory Kit","manufacturer":"Sony","currency":"USD","price":"849.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Digital Camera Body & E 16mm f/2.8 Compact Interchangeable Lens (Red) with 8GB Card + Battery + Case + Accessory Kit","manufacturer":"Sony","currency":"USD","price":"519.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Digital Camera Body & E 18-55mm OSS Compact Interchangeable Lens (Black) with 16GB Card + Battery + Case + Accessory Kit","manufacturer":"Sony","currency":"USD","price":"589.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Digital Camera Body & E 18-55mm OSS Compact Interchangeable Lens (Red) with 16GB Card + Battery + Case + Accessory Kit","manufacturer":"Sony","currency":"USD","price":"589.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Digital Camera Body & E 18-55mm OSS Compact Interchangeable Lens (Red) with 8GB Card + Battery + Case + Accessory Kit","manufacturer":"Sony","currency":"USD","price":"564.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Digital Camera Body & E 16mm f/2.8 Compact Interchangeable Lens (Silver) with 16GB Card + Battery + Case + Accessory Kit","manufacturer":"Sony","currency":"USD","price":"539.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Digital Camera Body & E 18-55mm OSS Compact Interchangeable Lens (Black) with 8GB Card + Battery + Case + Accessory Kit","manufacturer":"Sony","currency":"USD","price":"564.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Compact Interchangeable Lens Digital Camera w/16mm Lens (Black) + NEX Camera Mount Adapter + Sony 55-200mm f/4-5.6 SAM DT Telephoto Zoom Lens (SAL55200.2)","manufacturer":"Sony","currency":"USD","price":"999.99"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Digital Camera Body & E 16mm f/2.8 Compact Interchangeable Lens (Black) with 16GB Card + Battery + Case + Accessory Kit","manufacturer":"Sony","currency":"USD","price":"539.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Digital Camera Body & E 16mm f/2.8 Compact Interchangeable Lens (Silver) with 8GB Card + Battery + Case + Accessory Kit","manufacturer":"Sony","currency":"USD","price":"519.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Digital Camera Body & E 16mm f/2.8 Lens (Red) with 18-55mm f/3.5-5.6 OSS Zoom Lens","manufacturer":"Sony","currency":"USD","price":"699.99"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Alpha NEX-3 Digital Camera Body & E 16mm f/2.8 Lens (Silver) with 18-55mm f/3.5-5.6 OSS Zoom Lens","manufacturer":"Sony","currency":"USD","price":"699.99"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Casio Exilim EX-Z29 10.1 MP Digital Camera with  3x Optical Zoom and 2.7-Inch LCD (Purple) ","manufacturer":"CASIO","currency":"USD","price":"59.98"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Casio Exilim EX-Z29 10.1 MP Digital Camera with  3x Optical Zoom and 2.7-Inch LCD (Purple) ","manufacturer":"CASIO","currency":"USD","price":"129.00"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Casio Exilim EX-Z29 Digital Camera - Glossy Blue (10.1MP, 3x Optical Zoom) 2.6 inch LCD","manufacturer":"CASIO","currency":"GBP","price":"68.00"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Casio Exilim EX-Z29 Digital Camera - Piano Black (10.1MP, 3x Optical Zoom) 2.6 inch LCD","manufacturer":"CASIO","currency":"GBP","price":"64.99"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Casio - Exilim EX-Z29 - Appareil Photo Compact Numérique - 10,1 Mpix - Zoom optique 3x - Ecran TFT 2,7\" - Stabilisé - Bleu","manufacturer":"CASIO","currency":"EUR","price":"110.00"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Casio - Exilim EX-Z29 - Appareil Photo Compact Numérique - 10,1 Mpix - Zoom optique 3x - Ecran TFT 2,7\" - Stabilisé - Bleu","manufacturer":"CASIO","currency":"EUR","price":"119.00"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Cyber-Shot DSC-TX10 Shock & Waterproof Digital Camera (Blue) with 16GB Card + Battery + Floating Strap + Case + Tripod + Accessory Kit","manufacturer":"Sony","currency":"USD","price":"369.95"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Cyber-Shot DSC-TX10 16.2 MP Waterproof Digital Still Camera with Exmor R CMOS Sensor, 3D Sweep Panorama and Full HD 1080/60i Video (Black)","manufacturer":"Sony","currency":"USD","price":"328.00"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Cyber-Shot DSC-TX10 16.2 MP Waterproof Digital Still Camera with Exmor R CMOS Sensor, 3D Sweep Panorama and Full HD 1080/60i Video (Black)","manufacturer":"Sony","currency":"USD","price":"329.99"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Cyber-Shot DSC-TX10 16.2 MP Waterproof Digital Still Camera with Exmor R CMOS Sensor, 3D Sweep Panorama, and Full HD 1080/60i Video (Blue)","manufacturer":"Sony","currency":"USD","price":"328.00"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Cyber-Shot DSC-TX10 16.2 MP Waterproof Digital Still Camera with Exmor R CMOS Sensor, 3D Sweep Panorama, and Full HD 1080/60i Video (Blue)","manufacturer":"Sony","currency":"USD","price":"329.99"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Cyber-Shot DSC-TX10 16.2 MP Waterproof Digital Still Camera with Exmor R CMOS Sensor, 3D Sweep Panorama, and Full HD 1080/60i Video (Silver)","manufacturer":"Sony","currency":"USD","price":"314.99"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Cyber-Shot DSC-TX10 16.2 MP Waterproof Digital Still Camera with Exmor R CMOS Sensor, 3D Sweep Panorama, and Full HD 1080/60i Video (Green)","manufacturer":"Sony","currency":"USD","price":"328.00"}
2016-04-21 18:40:25 INFO  Main:82 - {"title":"Sony Cyber-Shot DSC-TX10 16.2 MP Waterproof Digital Still Camera with Exmor R CMOS Sensor, 3D Sweep Panorama, and Full HD 1080/60i Video (Green)","manufacturer":"Sony","currency":"USD","price":"329.99"}
